% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1078856, Mon Feb 20 14:22:43 2023, <python>{}</python>
16 160 0.05186567241391132 0 0 0.044703636013376874 0.044320398460577004 0.04376840262914069 0.0475119880925663 0.040826718868126485 0.044442446597248976 0.04504807076498574 0.04015141428014789 0.0413179957940484
17 170 0.043498695981050065 0 0 0.037115842150940305 0.03611668331074407 0.03586601645871873 0.039056088395087604 0.03378645388850265 0.037195477006995006 0.0372660423407714 0.03334684005968355 0.034562034582198066
18 180 0.03846536734797536 0 0 0.03148241909906311 0.03152977211416467 0.03129918757035383 0.034990176219053946 0.029148183663213343 0.033212447775012095 0.03240182037895817 0.02939865640285377 0.030053244618691962
19 190 0.03595802710572369 0 0 0.029672972538055797 0.028177475612590028 0.028337402061467166 0.03282823821178188 0.02697767196957119 0.03158771110156696 0.029794938332035458 0.02642567069986843 0.027949699030084724
20 200 0.033381830972124715 0 0 0.027147934344817833 0.02448391331831705 0.026537368846783437 0.03066780094366869 0.02488938361004335 0.029125170767193075 0.027817522618006192 0.023495165769232974 0.026489727652685997
21 210 0.028672600988660864 0 0 0.023350513368055142 0.020584441523491183 0.022376599558921247 0.025443236946359665 0.02139967507166207 0.02519754385897393 0.02357975742649579 0.019977264839979372 0.022195944337474027
22 220 0.02655102330381219 0 0 0.021629792274570805 0.019118969228219183 0.020728019447710255 0.022538000947756525 0.019215232355497654 0.023742163250793903 0.02157885607139755 0.018003885303788558 0.02029281262641088
23 230 0.024199785944850432 0 0 0.018820961108255638 0.017351355660593613 0.01863250405312692 0.02070551094759431 0.017230535136162302 0.021605711807867987 0.019308568064596823 0.016405951371772663 0.018170130486023804
24 240 0.021600153503942815 0 0 0.01684558761694381 0.015350951112818407 0.016321580358478954 0.018422902234287355 0.014638657943170732 0.019264264285984677 0.017190072010096064 0.014290522498155423 0.015917281998852645
25 250 0.020822176069559883 0 0 0.01608766601185598 0.014604587136715336 0.01571810060114065 0.017768843731843714 0.013760796798008667 0.018690473790398825 0.0163832325054446 0.01369543074810342 0.015201314256493468
26 260 0.020110171631807942 0 0 0.01575064521167302 0.013762220573800341 0.015159178335209796 0.016717335954883346 0.013022866268736555 0.018441823719106635 0.015749253241049213 0.013245901111479847 0.014175816477325827
27 270 0.019490076133300605 0 0 0.014977410772920969 0.013405015152431227 0.015196867674527041 0.016508289605963858 0.01254128955402092 0.017057936749081005 0.015121862753017714 0.012558338796767444 0.013405624202192094
28 280 0.017616724075876306 0 0 0.013306205624209123 0.011540686040246589 0.013698874332492124 0.01490533078250709 0.011363416495947402 0.014804676439802112 0.01351215035357309 0.011341096982889187 0.012075936161390547
29 290 0.01629534482115596 0 0 0.012139658338243736 0.010274208326298639 0.012620332641651185 0.013470018906663038 0.010536589919404954 0.013309632775023448 0.012311382653789575 0.01038937259266673 0.01076548217771376
30 300 0.014567599977941782 0 0 0.010657974614633837 0.009174891811615054 0.0112009864920788 0.012014861227602683 0.009165789845495528 0.011782563365364696 0.010977007871971442 0.009078598763294818 0.0093298349988704
